0.0044,0.0030,0.0075,0.0067,0.0038,0.0044,0.0089,0.0393,0.0346,0.0261,0.0014,0.0051,0.0858,0.1644,0.1277,0.0280,0.0056,0.0010,0.0078,0.0260,0.0311,0.0191,0.0117,0.0039,0.0049,0.0162,0.0073,0.0032,0.0026,0.0022,0.0023,0.0023,0.0022,0.0022,0.0021,0.0021,0.0021,0.0020,0.0020,0.0020
0.0008,0.0003,0.0082,0.0068,0.0016,0.0018,0.0027,0.0118,0.0028,0.0017,0.0001,0.0002,0.0387,0.1631,0.5672,0.0185,0.0047,0.0009,0.0072,0.0092,0.0085,0.0019,0.0013,0.0007,0.0014,0.0041,0.0014,0.0005,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
0.0002,0.0001,0.0114,0.0046,0.0007,0.0008,0.0010,0.0042,0.0006,0.0002,0.0000,0.0000,0.0201,0.1096,0.8245,0.0097,0.0047,0.0006,0.0046,0.0033,0.0026,0.0003,0.0002,0.0002,0.0004,0.0023,0.0004,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0002,0.0000,0.0171,0.0051,0.0008,0.0009,0.0009,0.0032,0.0005,0.0002,0.0000,0.0000,0.0158,0.0835,0.8786,0.0087,0.0074,0.0011,0.0058,0.0025,0.0020,0.0002,0.0001,0.0002,0.0004,0.0024,0.0003,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0006,0.0003,0.0223,0.0088,0.0022,0.0028,0.0025,0.0069,0.0019,0.0008,0.0001,0.0001,0.0243,0.0943,0.7146,0.0173,0.0132,0.0028,0.0111,0.0061,0.0053,0.0008,0.0007,0.0007,0.0012,0.0048,0.0011,0.0004,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
0.0005,0.0002,0.0233,0.0086,0.0020,0.0026,0.0021,0.0050,0.0014,0.0005,0.0001,0.0001,0.0204,0.0880,0.7437,0.0152,0.0135,0.0030,0.0107,0.0048,0.0042,0.0005,0.0004,0.0006,0.0010,0.0045,0.0008,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
0.0009,0.0011,0.0161,0.0097,0.0028,0.0037,0.0033,0.0066,0.0027,0.0007,0.0002,0.0002,0.0311,0.1468,0.5944,0.0133,0.0094,0.0034,0.0132,0.0074,0.0075,0.0012,0.0009,0.0010,0.0018,0.0061,0.0014,0.0005,0.0004,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002
0.0019,0.0054,0.0061,0.0092,0.0036,0.0047,0.0054,0.0090,0.0052,0.0013,0.0005,0.0007,0.0558,0.2458,0.2677,0.0129,0.0053,0.0037,0.0132,0.0116,0.0138,0.0029,0.0022,0.0017,0.0030,0.0097,0.0023,0.0010,0.0008,0.0006,0.0007,0.0007,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0005
0.0022,0.0090,0.0053,0.0057,0.0026,0.0031,0.0047,0.0089,0.0054,0.0020,0.0005,0.0011,0.0836,0.2931,0.1407,0.0099,0.0034,0.0014,0.0059,0.0113,0.0158,0.0036,0.0026,0.0019,0.0030,0.0117,0.0025,0.0012,0.0009,0.0007,0.0008,0.0008,0.0007,0.0007,0.0007,0.0007,0.0007,0.0006,0.0006,0.0006
0.0025,0.0092,0.0058,0.0063,0.0030,0.0036,0.0054,0.0102,0.0060,0.0023,0.0006,0.0013,0.0877,0.2744,0.1455,0.0109,0.0041,0.0019,0.0071,0.0126,0.0173,0.0042,0.0030,0.0021,0.0034,0.0127,0.0029,0.0014,0.0010,0.0009,0.0009,0.0009,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0007
0.0038,0.0101,0.0074,0.0082,0.0046,0.0055,0.0080,0.0147,0.0090,0.0045,0.0013,0.0028,0.1096,0.2220,0.1403,0.0157,0.0067,0.0033,0.0105,0.0167,0.0223,0.0068,0.0049,0.0034,0.0052,0.0147,0.0045,0.0022,0.0017,0.0015,0.0015,0.0015,0.0014,0.0014,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
0.0080,0.0072,0.0183,0.0162,0.0128,0.0161,0.0173,0.0307,0.0206,0.0167,0.0075,0.0101,0.1153,0.1303,0.1903,0.0370,0.0248,0.0124,0.0287,0.0277,0.0325,0.0159,0.0119,0.0090,0.0118,0.0186,0.0105,0.0055,0.0045,0.0039,0.0039,0.0039,0.0037,0.0037,0.0036,0.0036,0.0036,0.0035,0.0035,0.0034
0.0076,0.0042,0.0030,0.0220,0.0175,0.0212,0.0212,0.0191,0.0258,0.0596,0.1594,0.0704,0.0146,0.0176,0.0079,0.0248,0.0082,0.0031,0.0088,0.0136,0.0215,0.0354,0.0566,0.0132,0.0105,0.0050,0.0108,0.0068,0.0057,0.0050,0.0052,0.0051,0.0049,0.0049,0.0047,0.0047,0.0047,0.0047,0.0047,0.0046
0.0019,0.0009,0.0003,0.0206,0.0071,0.0151,0.0064,0.0037,0.0083,0.0428,0.4673,0.0953,0.0015,0.0024,0.0006,0.0037,0.0009,0.0004,0.0012,0.0028,0.0058,0.0184,0.0431,0.0050,0.0028,0.0006,0.0027,0.0017,0.0013,0.0012,0.0012,0.0012,0.0012,0.0012,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
0.0007,0.0003,0.0001,0.0177,0.0036,0.0115,0.0034,0.0015,0.0042,0.0327,0.6420,0.0913,0.0004,0.0008,0.0001,0.0010,0.0002,0.0001,0.0004,0.0010,0.0026,0.0118,0.0336,0.0025,0.0011,0.0002,0.0011,0.0007,0.0005,0.0004,0.0005,0.0005,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.0005,0.0002,0.0000,0.0183,0.0030,0.0102,0.0023,0.0009,0.0030,0.0254,0.6499,0.0931,0.0003,0.0005,0.0001,0.0006,0.0001,0.0001,0.0003,0.0007,0.0018,0.0087,0.0265,0.0020,0.0008,0.0001,0.0008,0.0004,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002
0.0006,0.0003,0.0000,0.0137,0.0044,0.0127,0.0026,0.0010,0.0033,0.0205,0.6218,0.1145,0.0005,0.0006,0.0001,0.0009,0.0002,0.0001,0.0003,0.0008,0.0019,0.0078,0.0263,0.0026,0.0010,0.0002,0.0009,0.0005,0.0004,0.0003,0.0004,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0017,0.0009,0.0003,0.0077,0.0047,0.0116,0.0106,0.0066,0.0141,0.0342,0.3248,0.0683,0.0024,0.0032,0.0009,0.0027,0.0009,0.0005,0.0024,0.0030,0.0070,0.0172,0.0423,0.0069,0.0020,0.0014,0.0028,0.0015,0.0012,0.0010,0.0011,0.0011,0.0010,0.0010,0.0010,0.0010,0.0010,0.0009,0.0009,0.0009
0.0024,0.0012,0.0018,0.0022,0.0035,0.0090,0.0709,0.1471,0.0812,0.0293,0.0107,0.0092,0.0095,0.0205,0.0130,0.0105,0.0033,0.0019,0.0273,0.0373,0.0213,0.0204,0.0130,0.0046,0.0028,0.0134,0.0051,0.0022,0.0018,0.0016,0.0017,0.0016,0.0015,0.0015,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013
0.0010,0.0005,0.0011,0.0011,0.0011,0.0024,0.0336,0.3484,0.0566,0.0134,0.0008,0.0026,0.0080,0.0193,0.0099,0.0060,0.0012,0.0003,0.0097,0.0806,0.0148,0.0095,0.0045,0.0016,0.0015,0.0088,0.0024,0.0009,0.0007,0.0006,0.0007,0.0007,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0005
0.0007,0.0003,0.0007,0.0007,0.0006,0.0014,0.0214,0.3921,0.0549,0.0100,0.0004,0.0018,0.0063,0.0149,0.0068,0.0042,0.0006,0.0002,0.0063,0.0932,0.0124,0.0071,0.0034,0.0014,0.0013,0.0054,0.0016,0.0006,0.0005,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0003
0.0007,0.0004,0.0007,0.0006,0.0006,0.0014,0.0221,0.3788,0.0571,0.0109,0.0004,0.0021,0.0061,0.0139,0.0064,0.0041,0.0006,0.0002,0.0069,0.0970,0.0132,0.0077,0.0038,0.0018,0.0015,0.0054,0.0017,0.0006,0.0005,0.0004,0.0005,0.0005,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.0010,0.0005,0.0010,0.0010,0.0009,0.0019,0.0233,0.3174,0.0572,0.0151,0.0007,0.0027,0.0085,0.0191,0.0096,0.0058,0.0010,0.0002,0.0079,0.0945,0.0162,0.0101,0.0050,0.0021,0.0022,0.0069,0.0023,0.0009,0.0007,0.0006,0.0007,0.0007,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0005
0.0015,0.0007,0.0015,0.0017,0.0018,0.0040,0.0469,0.2634,0.0640,0.0127,0.0015,0.0041,0.0087,0.0192,0.0127,0.0076,0.0019,0.0008,0.0200,0.0921,0.0176,0.0109,0.0058,0.0036,0.0026,0.0083,0.0032,0.0013,0.0010,0.0009,0.0010,0.0010,0.0009,0.0009,0.0009,0.0009,0.0008,0.0008,0.0008,0.0008
0.0008,0.0003,0.0011,0.0023,0.0025,0.0068,0.1907,0.1780,0.0389,0.0028,0.0019,0.0020,0.0045,0.0142,0.0149,0.0059,0.0023,0.0029,0.0649,0.0230,0.0082,0.0044,0.0023,0.0018,0.0013,0.0041,0.0018,0.0008,0.0006,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0004,0.0004,0.0004,0.0004
0.0004,0.0001,0.0006,0.0018,0.0018,0.0055,0.3316,0.1359,0.0189,0.0008,0.0010,0.0007,0.0026,0.0115,0.0145,0.0037,0.0015,0.0033,0.0875,0.0062,0.0039,0.0018,0.0009,0.0006,0.0008,0.0014,0.0008,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
0.0002,0.0001,0.0004,0.0015,0.0014,0.0047,0.3829,0.1351,0.0156,0.0005,0.0008,0.0005,0.0019,0.0096,0.0123,0.0029,0.0012,0.0028,0.0886,0.0041,0.0030,0.0013,0.0006,0.0004,0.0006,0.0011,0.0005,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
0.0002,0.0001,0.0004,0.0014,0.0014,0.0048,0.3982,0.1209,0.0157,0.0005,0.0008,0.0005,0.0018,0.0093,0.0118,0.0028,0.0011,0.0028,0.0926,0.0037,0.0029,0.0013,0.0006,0.0005,0.0006,0.0010,0.0005,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
0.0004,0.0002,0.0006,0.0016,0.0018,0.0061,0.3007,0.1170,0.0273,0.0013,0.0016,0.0012,0.0026,0.0106,0.0119,0.0038,0.0015,0.0028,0.0799,0.0073,0.0049,0.0025,0.0013,0.0011,0.0008,0.0025,0.0010,0.0004,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
0.0011,0.0005,0.0011,0.0019,0.0028,0.0083,0.1859,0.1092,0.0600,0.0068,0.0041,0.0040,0.0047,0.0147,0.0125,0.0063,0.0023,0.0024,0.0552,0.0168,0.0113,0.0077,0.0041,0.0032,0.0014,0.0104,0.0026,0.0011,0.0008,0.0007,0.0008,0.0007,0.0007,0.0007,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
0.0026,0.0014,0.0015,0.0021,0.0034,0.0095,0.0862,0.0685,0.0940,0.0470,0.0237,0.0135,0.0073,0.0177,0.0094,0.0090,0.0028,0.0014,0.0245,0.0204,0.0236,0.0274,0.0176,0.0074,0.0041,0.0218,0.0058,0.0025,0.0020,0.0018,0.0019,0.0019,0.0018,0.0018,0.0017,0.0017,0.0016,0.0016,0.0016,0.0015
0.0027,0.0014,0.0007,0.0065,0.0046,0.0135,0.0196,0.0194,0.0394,0.0885,0.2117,0.0339,0.0024,0.0067,0.0021,0.0066,0.0015,0.0005,0.0040,0.0067,0.0151,0.0354,0.0447,0.0063,0.0037,0.0083,0.0053,0.0027,0.0021,0.0019,0.0021,0.0021,0.0019,0.0019,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017
0.0014,0.0007,0.0002,0.0119,0.0056,0.0178,0.0071,0.0045,0.0132,0.0598,0.4523,0.0657,0.0007,0.0019,0.0005,0.0032,0.0006,0.0002,0.0012,0.0026,0.0060,0.0210,0.0360,0.0038,0.0018,0.0012,0.0025,0.0014,0.0011,0.0009,0.0010,0.0010,0.0009,0.0009,0.0009,0.0009,0.0009,0.0008,0.0008,0.0008
0.0006,0.0003,0.0000,0.0217,0.0030,0.0112,0.0030,0.0014,0.0050,0.0403,0.5756,0.0818,0.0002,0.0007,0.0001,0.0009,0.0002,0.0001,0.0004,0.0010,0.0025,0.0123,0.0276,0.0021,0.0009,0.0002,0.0010,0.0005,0.0004,0.0004,0.0004,0.0004,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0008,0.0004,0.0001,0.0306,0.0028,0.0084,0.0033,0.0018,0.0073,0.0581,0.4465,0.1101,0.0004,0.0010,0.0002,0.0015,0.0002,0.0001,0.0007,0.0015,0.0036,0.0159,0.0361,0.0027,0.0012,0.0002,0.0012,0.0007,0.0005,0.0005,0.0005,0.0005,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.0017,0.0009,0.0002,0.0215,0.0071,0.0133,0.0048,0.0024,0.0085,0.0283,0.3535,0.1920,0.0028,0.0016,0.0004,0.0047,0.0011,0.0006,0.0012,0.0021,0.0045,0.0114,0.0400,0.0081,0.0024,0.0007,0.0023,0.0014,0.0011,0.0009,0.0010,0.0009,0.0009,0.0009,0.0008,0.0009,0.0009,0.0008,0.0008,0.0008
0.0020,0.0012,0.0003,0.0230,0.0189,0.0136,0.0032,0.0012,0.0053,0.0083,0.1869,0.3825,0.0106,0.0011,0.0005,0.0051,0.0034,0.0016,0.0009,0.0014,0.0028,0.0039,0.0298,0.0198,0.0029,0.0013,0.0023,0.0014,0.0011,0.0010,0.0010,0.0010,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0008
0.0023,0.0014,0.0006,0.0145,0.0288,0.0124,0.0030,0.0011,0.0037,0.0046,0.1321,0.3639,0.0237,0.0010,0.0006,0.0070,0.0095,0.0026,0.0007,0.0012,0.0023,0.0022,0.0208,0.0219,0.0058,0.0019,0.0024,0.0016,0.0012,0.0011,0.0011,0.0011,0.0010,0.0010,0.0009,0.0010,0.0010,0.0009,0.0009,0.0009
0.0091,0.0051,0.0153,0.0194,0.0228,0.0220,0.0138,0.0143,0.0173,0.0190,0.0365,0.0633,0.0787,0.0180,0.0284,0.0598,0.0538,0.0146,0.0110,0.0122,0.0167,0.0108,0.0272,0.0246,0.0203,0.0116,0.0110,0.0068,0.0056,0.0049,0.0049,0.0049,0.0047,0.0047,0.0045,0.0045,0.0046,0.0045,0.0045,0.0044
0.0014,0.0004,0.0202,0.0282,0.0054,0.0062,0.0043,0.0097,0.0036,0.0018,0.0003,0.0005,0.0191,0.0553,0.4879,0.1011,0.0310,0.0066,0.0151,0.0097,0.0072,0.0017,0.0014,0.0017,0.0026,0.0075,0.0026,0.0011,0.0008,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0005,0.0006,0.0005
0.0002,0.0000,0.0176,0.0148,0.0012,0.0013,0.0009,0.0028,0.0005,0.0002,0.0000,0.0000,0.0087,0.0413,0.8183,0.0432,0.0156,0.0017,0.0055,0.0026,0.0016,0.0002,0.0001,0.0002,0.0004,0.0026,0.0004,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000
0.0003,0.0001,0.0195,0.0122,0.0015,0.0016,0.0012,0.0039,0.0008,0.0003,0.0000,0.0000,0.0127,0.0564,0.7900,0.0357,0.0152,0.0019,0.0066,0.0035,0.0024,0.0003,0.0002,0.0003,0.0006,0.0033,0.0006,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
0.0010,0.0004,0.0222,0.0174,0.0041,0.0046,0.0037,0.0091,0.0028,0.0010,0.0001,0.0002,0.0252,0.0873,0.6618,0.0479,0.0224,0.0051,0.0156,0.0085,0.0066,0.0012,0.0010,0.0012,0.0020,0.0074,0.0018,0.0007,0.0005,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0003,0.0004,0.0003
0.0016,0.0008,0.0218,0.0157,0.0044,0.0050,0.0048,0.0126,0.0043,0.0022,0.0002,0.0005,0.0342,0.1132,0.5363,0.0452,0.0183,0.0039,0.0143,0.0119,0.0104,0.0024,0.0018,0.0017,0.0028,0.0082,0.0027,0.0011,0.0008,0.0007,0.0007,0.0007,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
0.0031,0.0018,0.0177,0.0190,0.0069,0.0081,0.0087,0.0221,0.0092,0.0050,0.0008,0.0013,0.0523,0.1533,0.4506,0.0436,0.0172,0.0057,0.0232,0.0201,0.0188,0.0059,0.0044,0.0033,0.0052,0.0119,0.0049,0.0021,0.0017,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0013,0.0013,0.0012,0.0013,0.0012
0.0048,0.0040,0.0172,0.0147,0.0088,0.0101,0.0117,0.0209,0.0101,0.0064,0.0024,0.0042,0.1204,0.1368,0.2649,0.0285,0.0220,0.0107,0.0223,0.0194,0.0213,0.0073,0.0058,0.0052,0.0076,0.0154,0.0065,0.0031,0.0025,0.0021,0.0022,0.0021,0.0020,0.0020,0.0019,0.0019,0.0019,0.0019,0.0019,0.0018
0.0069,0.0064,0.0108,0.0073,0.0095,0.0086,0.0103,0.0121,0.0079,0.0058,0.0143,0.0365,0.4957,0.0829,0.0589,0.0257,0.0235,0.0057,0.0060,0.0092,0.0141,0.0053,0.0050,0.0146,0.0098,0.0182,0.0073,0.0037,0.0031,0.0026,0.0026,0.0026,0.0025,0.0025,0.0024,0.0024,0.0024,0.0023,0.0024,0.0023
0.0040,0.0039,0.0048,0.0036,0.0061,0.0044,0.0057,0.0051,0.0029,0.0015,0.0140,0.0438,0.7505,0.0529,0.0296,0.0161,0.0172,0.0034,0.0020,0.0034,0.0061,0.0016,0.0018,0.0122,0.0094,0.0132,0.0036,0.0018,0.0014,0.0012,0.0012,0.0012,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0010
0.0032,0.0033,0.0041,0.0025,0.0046,0.0031,0.0043,0.0038,0.0019,0.0010,0.0117,0.0439,0.8196,0.0401,0.0232,0.0127,0.0153,0.0024,0.0012,0.0023,0.0045,0.0010,0.0013,0.0105,0.0105,0.0105,0.0027,0.0013,0.0010,0.0009,0.0009,0.0009,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0007
0.0027,0.0031,0.0034,0.0020,0.0035,0.0022,0.0035,0.0032,0.0015,0.0008,0.0084,0.0370,0.8429,0.0411,0.0197,0.0107,0.0118,0.0015,0.0008,0.0019,0.0039,0.0008,0.0010,0.0086,0.0117,0.0084,0.0022,0.0010,0.0008,0.0007,0.0007,0.0007,0.0006,0.0007,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
0.0023,0.0038,0.0027,0.0017,0.0026,0.0016,0.0028,0.0027,0.0012,0.0006,0.0049,0.0267,0.8411,0.0546,0.0182,0.0088,0.0075,0.0009,0.0006,0.0018,0.0038,0.0007,0.0008,0.0068,0.0082,0.0074,0.0018,0.0008,0.0007,0.0005,0.0006,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
0.0032,0.0079,0.0039,0.0024,0.0029,0.0021,0.0037,0.0040,0.0020,0.0011,0.0039,0.0210,0.7372,0.0912,0.0238,0.0101,0.0067,0.0009,0.0009,0.0032,0.0066,0.0014,0.0015,0.0070,0.0075,0.0087,0.0025,0.0013,0.0010,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0007,0.0007,0.0007
0.0045,0.0094,0.0063,0.0032,0.0038,0.0029,0.0053,0.0068,0.0035,0.0026,0.0048,0.0225,0.6429,0.0994,0.0302,0.0133,0.0089,0.0012,0.0015,0.0053,0.0104,0.0027,0.0027,0.0081,0.0130,0.0095,0.0038,0.0020,0.0016,0.0013,0.0014,0.0013,0.0013,0.0013,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
0.0096,0.0162,0.0174,0.0109,0.0106,0.0113,0.0137,0.0192,0.0142,0.0114,0.0096,0.0209,0.2771,0.1356,0.0857,0.0302,0.0204,0.0057,0.0105,0.0186,0.0274,0.0113,0.0098,0.0131,0.0128,0.0190,0.0101,0.0057,0.0046,0.0039,0.0040,0.0040,0.0038,0.0038,0.0037,0.0037,0.0037,0.0036,0.0036,0.0035
0.0070,0.0041,0.0220,0.0217,0.0145,0.0190,0.0154,0.0299,0.0215,0.0199,0.0072,0.0084,0.0581,0.0813,0.2013,0.0920,0.0372,0.0126,0.0291,0.0269,0.0276,0.0146,0.0107,0.0089,0.0107,0.0155,0.0106,0.0055,0.0044,0.0038,0.0038,0.0037,0.0036,0.0036,0.0035,0.0035,0.0035,0.0034,0.0034,0.0033
